2025-07-16 21:10:10,916 - INFO - 成功加载预训练embedding
2025-07-16 21:10:11,046 - INFO - StructMatch系统初始化完成（集成语义增强）
2025-07-16 21:10:11,047 - INFO - 开始加载数据...
2025-07-16 21:10:12,376 - INFO - 成功加载知识图谱: 40559个实体, 11种关系, 86835个三元组
2025-07-16 21:10:12,378 - INFO - 成功加载2条规则
2025-07-16 21:10:12,378 - INFO - 数据加载完成
2025-07-16 21:10:12,389 - INFO - 收集规则第一个谓词对应的anchor: _also_see
2025-07-16 21:10:12,579 - INFO - 收集到 1299 个anchor
2025-07-16 21:10:12,579 - INFO - 开始批量匹配，共1299个anchor
2025-07-16 21:10:12,580 - INFO - 处理第1/1299个anchor
2025-07-16 21:10:12,729 - INFO - 步骤 1: 添加边 ('01974062', '10773394', '_derivationally_related_form'), 当前相似度: 0.1770
2025-07-16 21:10:15,829 - INFO - 步骤 1: 添加边 ('01781478', '02513269', '_also_see'), 当前相似度: 0.2190
2025-07-16 21:10:15,895 - INFO - 步骤 2: 添加边 ('01781478', '02055062', '_also_see'), 当前相似度: 0.9610
2025-07-16 21:10:15,948 - INFO - 步骤 3: 添加边 ('01783158', '01781478', '_also_see'), 当前相似度: 0.9438
2025-07-16 21:10:15,978 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02578235'), 得分: 0.8101
2025-07-16 21:10:16,084 - INFO - 步骤 1: 添加边 ('01781478', '01783158', '_also_see'), 当前相似度: 0.1443
2025-07-16 21:10:16,138 - INFO - 步骤 2: 添加边 ('02053818', '02055062', '_also_see'), 当前相似度: 0.9666
2025-07-16 21:10:16,198 - INFO - 步骤 3: 添加边 ('01781478', '04826771', '_derivationally_related_form'), 当前相似度: 0.9568
2025-07-16 21:10:16,219 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02055062'), 得分: 0.8161
2025-07-16 21:10:16,288 - INFO - 步骤 1: 添加边 ('00452512', '00402535', '_derivationally_related_form'), 当前相似度: 0.2086
2025-07-16 21:10:16,342 - INFO - 步骤 2: 添加边 ('01257542', '00402535', '_hypernym'), 当前相似度: 0.9531
2025-07-16 21:10:16,403 - INFO - 步骤 3: 添加边 ('03714721', '00452512', '_derivationally_related_form'), 当前相似度: 0.9622
2025-07-16 21:10:16,427 - INFO - 匹配成功: anchor ('00452512', '_also_see', '01695567'), 得分: 0.8168
2025-07-16 21:10:16,486 - INFO - 步骤 1: 添加边 ('05268965', '01194938', '_derivationally_related_form'), 当前相似度: 0.1515
2025-07-16 21:10:16,533 - INFO - 步骤 2: 添加边 ('05268965', '05267548', '_hypernym'), 当前相似度: 0.9685
2025-07-16 21:10:16,595 - INFO - 步骤 3: 添加边 ('01194938', '04999401', '_derivationally_related_form'), 当前相似度: 0.9606
2025-07-16 21:10:16,625 - INFO - 匹配成功: anchor ('00452512', '_also_see', '01194938'), 得分: 0.8182
2025-07-16 21:10:16,684 - INFO - 步骤 1: 添加边 ('00612114', '00146572', '_derivationally_related_form'), 当前相似度: 0.2125
2025-07-16 21:10:16,742 - INFO - 步骤 2: 添加边 ('00612114', '02710402', '_derivationally_related_form'), 当前相似度: 0.9467
2025-07-16 21:10:16,798 - INFO - 步骤 3: 添加边 ('00612114', '07414740', '_derivationally_related_form'), 当前相似度: 0.9517
2025-07-16 21:10:16,823 - INFO - 匹配成功: anchor ('01718867', '_also_see', '00612114'), 得分: 0.8205
2025-07-16 21:10:16,895 - INFO - 步骤 1: 添加边 ('02032415', '00612652', '_derivationally_related_form'), 当前相似度: 0.2165
2025-07-16 21:10:16,953 - INFO - 步骤 2: 添加边 ('02032415', '01831531', '_hypernym'), 当前相似度: 0.9762
2025-07-16 21:10:17,029 - INFO - 步骤 3: 添加边 ('01884974', '01831531', '_hypernym'), 当前相似度: 0.9781
2025-07-16 21:10:17,055 - INFO - 匹配成功: anchor ('01718867', '_also_see', '00612652'), 得分: 0.8163
2025-07-16 21:10:17,132 - INFO - 步骤 1: 添加边 ('00612114', '02032634', '_derivationally_related_form'), 当前相似度: 0.2148
2025-07-16 21:10:17,198 - INFO - 步骤 2: 添加边 ('00612114', '00368847', '_derivationally_related_form'), 当前相似度: 0.9612
2025-07-16 21:10:17,268 - INFO - 步骤 3: 添加边 ('00146572', '00612114', '_derivationally_related_form'), 当前相似度: 0.9613
2025-07-16 21:10:17,292 - INFO - 匹配成功: anchor ('00612114', '_also_see', '01718867'), 得分: 0.8198
2025-07-16 21:10:17,352 - INFO - 步骤 1: 添加边 ('00631391', '04802198', '_derivationally_related_form'), 当前相似度: 0.1823
2025-07-16 21:10:17,411 - INFO - 步骤 2: 添加边 ('04802198', '04723816', '_hypernym'), 当前相似度: 0.9581
2025-07-16 21:10:17,465 - INFO - 步骤 3: 添加边 ('04764412', '04723816', '_hypernym'), 当前相似度: 0.9393
2025-07-16 21:10:17,488 - INFO - 匹配成功: anchor ('00631391', '_also_see', '01878466'), 得分: 0.8124
2025-07-16 21:10:17,543 - INFO - 步骤 1: 添加边 ('02460502', '00631391', '_also_see'), 当前相似度: 0.1611
2025-07-16 21:10:17,591 - INFO - 步骤 2: 添加边 ('02460502', '01222360', '_also_see'), 当前相似度: 0.9712
2025-07-16 21:10:17,653 - INFO - 步骤 3: 添加边 ('02179279', '02460502', '_also_see'), 当前相似度: 0.9477
2025-07-16 21:10:17,685 - INFO - 匹配成功: anchor ('00631391', '_also_see', '00021766'), 得分: 0.8253
2025-07-16 21:10:17,772 - INFO - 步骤 1: 添加边 ('04898437', '01878466', '_derivationally_related_form'), 当前相似度: 0.1921
2025-07-16 21:10:17,829 - INFO - 步骤 2: 添加边 ('00631391', '01878466', '_also_see'), 当前相似度: 0.9563
2025-07-16 21:10:17,902 - INFO - 步骤 3: 添加边 ('00021766', '00631391', '_also_see'), 当前相似度: 0.9699
2025-07-16 21:10:17,922 - INFO - 匹配成功: anchor ('01878466', '_also_see', '02034828'), 得分: 0.8185
2025-07-16 21:10:17,993 - INFO - 步骤 1: 添加边 ('01878466', '02034828', '_also_see'), 当前相似度: 0.1743
2025-07-16 21:10:18,077 - INFO - 步骤 2: 添加边 ('02034828', '01129977', '_also_see'), 当前相似度: 0.9233
2025-07-16 21:10:18,143 - INFO - 步骤 3: 添加边 ('00631391', '01878466', '_also_see'), 当前相似度: 0.9453
2025-07-16 21:10:18,161 - INFO - 匹配成功: anchor ('01878466', '_also_see', '00631391'), 得分: 0.7960
2025-07-16 21:10:18,220 - INFO - 步骤 1: 添加边 ('01183573', '02080577', '_derivationally_related_form'), 当前相似度: 0.1904
2025-07-16 21:10:18,297 - INFO - 步骤 2: 添加边 ('01183573', '13580723', '_derivationally_related_form'), 当前相似度: 0.9630
2025-07-16 21:10:18,388 - INFO - 步骤 3: 添加边 ('09424489', '01183573', '_derivationally_related_form'), 当前相似度: 0.9754
2025-07-16 21:10:18,411 - INFO - 匹配成功: anchor ('00051045', '_also_see', '02080577'), 得分: 0.8191
2025-07-16 21:10:18,491 - INFO - 步骤 1: 添加边 ('01831308', '00630380', '_hypernym'), 当前相似度: 0.1716
2025-07-16 21:10:18,584 - INFO - 步骤 2: 添加边 ('01831308', '06784639', '_derivationally_related_form'), 当前相似度: 0.9329
2025-07-16 21:10:18,720 - INFO - 步骤 3: 添加边 ('00630380', '00628491', '_hypernym'), 当前相似度: 0.9655
2025-07-16 21:10:18,760 - INFO - 匹配成功: anchor ('00628491', '_also_see', '00630380'), 得分: 0.8131
2025-07-16 21:10:18,903 - INFO - 步骤 1: 添加边 ('01634142', '01631534', '_hypernym'), 当前相似度: 0.1605
2025-07-16 21:10:19,004 - INFO - 步骤 2: 添加边 ('01638368', '01631534', '_hypernym'), 当前相似度: 0.9545
2025-07-16 21:10:19,256 - INFO - 步骤 3: 添加边 ('01638368', '05910453', '_derivationally_related_form'), 当前相似度: 0.9653
2025-07-16 21:10:19,332 - INFO - 匹配成功: anchor ('00628491', '_also_see', '01634142'), 得分: 0.8214
2025-07-16 21:10:19,517 - INFO - 步骤 1: 添加边 ('00803394', '00246217', '_derivationally_related_form'), 当前相似度: 0.2149
2025-07-16 21:10:19,588 - INFO - 步骤 2: 添加边 ('00488225', '00803394', '_has_part'), 当前相似度: 0.9884
2025-07-16 21:10:19,683 - INFO - 步骤 3: 添加边 ('02246456', '00488225', '_synset_domain_topic_of'), 当前相似度: 0.9428
2025-07-16 21:10:19,705 - INFO - 匹配成功: anchor ('00246217', '_also_see', '01139623'), 得分: 0.8341
2025-07-16 21:10:19,804 - INFO - 步骤 1: 添加边 ('02649830', '09620078', '_derivationally_related_form'), 当前相似度: 0.1953
2025-07-16 21:10:19,886 - INFO - 步骤 2: 添加边 ('09968549', '09620078', '_hypernym'), 当前相似度: 0.9442
2025-07-16 21:10:20,016 - INFO - 步骤 3: 添加边 ('09620078', '02649830', '_derivationally_related_form'), 当前相似度: 0.9588
2025-07-16 21:10:20,046 - INFO - 匹配成功: anchor ('02649830', '_also_see', '01177505'), 得分: 0.8256
2025-07-16 21:10:20,158 - INFO - 步骤 1: 添加边 ('00014742', '01177314', '_also_see'), 当前相似度: 0.1699
2025-07-16 21:10:20,226 - INFO - 步骤 2: 添加边 ('00014742', '00015806', '_also_see'), 当前相似度: 0.9558
2025-07-16 21:10:20,315 - INFO - 步骤 3: 添加边 ('00014742', '05681117', '_derivationally_related_form'), 当前相似度: 0.9772
2025-07-16 21:10:20,371 - INFO - 匹配成功: anchor ('02649830', '_also_see', '01177314'), 得分: 0.8231
2025-07-16 21:10:20,513 - INFO - 步骤 1: 添加边 ('05634219', '01634142', '_derivationally_related_form'), 当前相似度: 0.2690
2025-07-16 21:10:20,610 - INFO - 步骤 2: 添加边 ('01634142', '01631534', '_hypernym'), 当前相似度: 0.9625
2025-07-16 21:10:20,719 - INFO - 步骤 3: 添加边 ('01638368', '01631534', '_hypernym'), 当前相似度: 0.9604
2025-07-16 21:10:20,755 - INFO - 匹配成功: anchor ('01637633', '_also_see', '01634142'), 得分: 0.8050
2025-07-16 21:10:20,878 - INFO - 步骤 1: 添加边 ('02033137', '01907258', '_hypernym'), 当前相似度: 0.1681
2025-07-16 21:10:20,987 - INFO - 步骤 2: 添加边 ('02033137', '00107875', '_derivationally_related_form'), 当前相似度: 0.9580
2025-07-16 21:10:21,098 - INFO - 步骤 3: 添加边 ('00107875', '00106272', '_hypernym'), 当前相似度: 0.9536
2025-07-16 21:10:21,151 - INFO - 匹配成功: anchor ('01907258', '_also_see', '02034300'), 得分: 0.8315
2025-07-16 21:10:21,338 - INFO - 步骤 1: 添加边 ('01907258', '02034300', '_also_see'), 当前相似度: 0.2356
2025-07-16 21:10:21,509 - INFO - 步骤 2: 添加边 ('00897564', '09769345', '_derivationally_related_form'), 当前相似度: 0.9506
2025-07-16 21:10:21,637 - INFO - 步骤 3: 添加边 ('09769345', '00897564', '_derivationally_related_form'), 当前相似度: 0.9470
2025-07-16 21:10:21,662 - INFO - 匹配成功: anchor ('01907258', '_also_see', '00897564'), 得分: 0.8055
2025-07-16 21:10:21,801 - INFO - 步骤 1: 添加边 ('00931555', '04835488', '_derivationally_related_form'), 当前相似度: 0.2430
2025-07-16 21:10:21,900 - INFO - 步骤 2: 添加边 ('00931555', '02495922', '_also_see'), 当前相似度: 0.9608
2025-07-16 21:10:22,288 - INFO - 步骤 3: 添加边 ('00931555', '00064479', '_also_see'), 当前相似度: 0.9305
2025-07-16 21:10:22,352 - INFO - 匹配成功: anchor ('00931555', '_also_see', '00604617'), 得分: 0.8005
2025-07-16 21:10:22,472 - INFO - 步骤 1: 添加边 ('02495922', '00931555', '_also_see'), 当前相似度: 0.1825
2025-07-16 21:10:22,553 - INFO - 步骤 2: 添加边 ('00064479', '00931555', '_also_see'), 当前相似度: 0.9457
2025-07-16 21:10:22,648 - INFO - 步骤 3: 添加边 ('00931555', '02495922', '_also_see'), 当前相似度: 0.9732
2025-07-16 21:10:22,690 - INFO - 匹配成功: anchor ('00931555', '_also_see', '00064479'), 得分: 0.8198
2025-07-16 21:10:22,793 - INFO - 步骤 1: 添加边 ('00604617', '00931555', '_also_see'), 当前相似度: 0.2043
2025-07-16 21:10:22,850 - INFO - 步骤 2: 添加边 ('02495922', '00931555', '_also_see'), 当前相似度: 0.9861
2025-07-16 21:10:22,913 - INFO - 步骤 3: 添加边 ('04835488', '00931555', '_derivationally_related_form'), 当前相似度: 0.9752
2025-07-16 21:10:22,953 - INFO - 匹配成功: anchor ('00931555', '_also_see', '02495922'), 得分: 0.8185
2025-07-16 21:10:23,059 - INFO - 步骤 1: 添加边 ('00604617', '00931555', '_also_see'), 当前相似度: 0.1355
2025-07-16 21:10:23,125 - INFO - 步骤 2: 添加边 ('00931555', '04835488', '_derivationally_related_form'), 当前相似度: 0.9718
2025-07-16 21:10:23,243 - INFO - 步骤 3: 添加边 ('04835488', '00931555', '_derivationally_related_form'), 当前相似度: 0.9519
2025-07-16 21:10:23,269 - INFO - 匹配成功: anchor ('00604617', '_also_see', '00019131'), 得分: 0.8120
2025-07-16 21:10:23,384 - INFO - 步骤 1: 添加边 ('04835488', '00931555', '_derivationally_related_form'), 当前相似度: 0.2022
2025-07-16 21:10:23,455 - INFO - 步骤 2: 添加边 ('00931555', '04835488', '_derivationally_related_form'), 当前相似度: 0.9754
2025-07-16 21:10:23,572 - INFO - 步骤 3: 添加边 ('00931555', '00604617', '_also_see'), 当前相似度: 0.9410
2025-07-16 21:10:23,590 - INFO - 匹配成功: anchor ('00604617', '_also_see', '00931555'), 得分: 0.8191
2025-07-16 21:10:23,687 - INFO - 步骤 1: 添加边 ('00485711', '04795545', '_derivationally_related_form'), 当前相似度: 0.2527
2025-07-16 21:10:23,755 - INFO - 步骤 2: 添加边 ('04796086', '04795545', '_hypernym'), 当前相似度: 0.9463
2025-07-16 21:10:23,816 - INFO - 步骤 3: 添加边 ('00485711', '04764741', '_derivationally_related_form'), 当前相似度: 0.9556
2025-07-16 21:10:23,849 - INFO - 匹配成功: anchor ('01672607', '_also_see', '00485711'), 得分: 0.8164
2025-07-16 21:10:23,917 - INFO - 步骤 1: 添加边 ('00485711', '04764741', '_derivationally_related_form'), 当前相似度: 0.2406
2025-07-16 21:10:23,962 - INFO - 步骤 2: 添加边 ('04764741', '04764412', '_hypernym'), 当前相似度: 0.9483
2025-07-16 21:10:24,024 - INFO - 步骤 3: 添加边 ('01672607', '00485711', '_also_see'), 当前相似度: 0.9721
2025-07-16 21:10:24,041 - INFO - 匹配成功: anchor ('00485711', '_also_see', '01672607'), 得分: 0.8161
2025-07-16 21:10:24,107 - INFO - 步骤 1: 添加边 ('07338681', '01239619', '_derivationally_related_form'), 当前相似度: 0.2070
2025-07-16 21:10:24,153 - INFO - 步骤 2: 添加边 ('02243567', '07338681', '_derivationally_related_form'), 当前相似度: 0.9518
2025-07-16 21:10:24,220 - INFO - 步骤 3: 添加边 ('07339098', '07338681', '_hypernym'), 当前相似度: 0.9679
2025-07-16 21:10:24,239 - INFO - 匹配成功: anchor ('01239619', '_also_see', '01240308'), 得分: 0.8234
2025-07-16 21:10:24,324 - INFO - 步骤 1: 添加边 ('01257145', '01256332', '_similar_to'), 当前相似度: 0.1583
2025-07-16 21:10:24,373 - INFO - 步骤 2: 添加边 ('01257145', '02692686', '_derivationally_related_form'), 当前相似度: 0.9358
2025-07-16 21:10:24,439 - INFO - 步骤 3: 添加边 ('01256332', '01725712', '_also_see'), 当前相似度: 0.9684
2025-07-16 21:10:24,458 - INFO - 匹配成功: anchor ('01725712', '_also_see', '01256332'), 得分: 0.8236
2025-07-16 21:10:24,525 - INFO - 步骤 1: 添加边 ('04626280', '00853776', '_derivationally_related_form'), 当前相似度: 0.1784
2025-07-16 21:10:24,569 - INFO - 步骤 2: 添加边 ('04626280', '04616059', '_hypernym'), 当前相似度: 0.9733
2025-07-16 21:10:24,635 - INFO - 步骤 3: 添加边 ('00853776', '04626280', '_derivationally_related_form'), 当前相似度: 0.9697
2025-07-16 21:10:24,651 - INFO - 匹配成功: anchor ('01725712', '_also_see', '00853776'), 得分: 0.8262
2025-07-16 21:10:24,710 - INFO - 步骤 1: 添加边 ('00853776', '01725712', '_also_see'), 当前相似度: 0.1352
2025-07-16 21:10:24,753 - INFO - 步骤 2: 添加边 ('01725712', '01256332', '_also_see'), 当前相似度: 0.9422
2025-07-16 21:10:24,800 - INFO - 步骤 3: 添加边 ('02530861', '00853776', '_also_see'), 当前相似度: 0.9668
2025-07-16 21:10:24,817 - INFO - 匹配成功: anchor ('01256332', '_also_see', '01725712'), 得分: 0.8150
2025-07-16 21:10:24,887 - INFO - 步骤 1: 添加边 ('00637259', '00868910', '_derivationally_related_form'), 当前相似度: 0.1892
2025-07-16 21:10:24,943 - INFO - 步骤 2: 添加边 ('00637259', '02938886', '_derivationally_related_form'), 当前相似度: 0.9618
2025-07-16 21:10:25,002 - INFO - 步骤 3: 添加边 ('00637259', '06013741', '_derivationally_related_form'), 当前相似度: 0.9505
2025-07-16 21:10:25,028 - INFO - 匹配成功: anchor ('00637259', '_also_see', '00634906'), 得分: 0.8322
2025-07-16 21:10:25,094 - INFO - 步骤 1: 添加边 ('00637259', '05121418', '_derivationally_related_form'), 当前相似度: 0.1698
2025-07-16 21:10:25,147 - INFO - 步骤 2: 添加边 ('00637259', '00301187', '_derivationally_related_form'), 当前相似度: 0.9378
2025-07-16 21:10:25,206 - INFO - 步骤 3: 添加边 ('00637259', '00634906', '_also_see'), 当前相似度: 0.9413
2025-07-16 21:10:25,228 - INFO - 匹配成功: anchor ('00637259', '_also_see', '00712708'), 得分: 0.8270
2025-07-16 21:10:25,306 - INFO - 步骤 1: 添加边 ('00428404', '04820258', '_derivationally_related_form'), 当前相似度: 0.1916
2025-07-16 21:10:25,361 - INFO - 步骤 2: 添加边 ('00779374', '00428404', '_also_see'), 当前相似度: 0.9735
2025-07-16 21:10:25,429 - INFO - 步骤 3: 添加边 ('04820258', '00428404', '_derivationally_related_form'), 当前相似度: 0.9657
2025-07-16 21:10:25,459 - INFO - 匹配成功: anchor ('00532892', '_also_see', '00428404'), 得分: 0.8243
2025-07-16 21:10:25,529 - INFO - 步骤 1: 添加边 ('07538965', '00589624', '_derivationally_related_form'), 当前相似度: 0.1684
2025-07-16 21:10:25,583 - INFO - 步骤 2: 添加边 ('07539367', '07538965', '_hypernym'), 当前相似度: 0.9742
2025-07-16 21:10:25,643 - INFO - 步骤 3: 添加边 ('01149494', '00589624', '_also_see'), 当前相似度: 0.9647
2025-07-16 21:10:25,664 - INFO - 匹配成功: anchor ('00589624', '_also_see', '01149494'), 得分: 0.8151
2025-07-16 21:10:25,727 - INFO - 步骤 1: 添加边 ('02523275', '02058794', '_also_see'), 当前相似度: 0.2462
2025-07-16 21:10:25,779 - INFO - 步骤 2: 添加边 ('02523275', '05042871', '_derivationally_related_form'), 当前相似度: 0.9727
2025-07-16 21:10:25,844 - INFO - 步骤 3: 添加边 ('02523275', '02360448', '_also_see'), 当前相似度: 0.9192
2025-07-16 21:10:25,869 - INFO - 匹配成功: anchor ('02523275', '_also_see', '01886407'), 得分: 0.8320
2025-07-16 21:10:25,939 - INFO - 步骤 1: 添加边 ('02523275', '02360448', '_also_see'), 当前相似度: 0.1784
2025-07-16 21:10:26,011 - INFO - 步骤 2: 添加边 ('02523275', '02058794', '_also_see'), 当前相似度: 0.9692
2025-07-16 21:10:26,077 - INFO - 步骤 3: 添加边 ('05042871', '02523275', '_derivationally_related_form'), 当前相似度: 0.9520
2025-07-16 21:10:26,110 - INFO - 匹配成功: anchor ('02523275', '_also_see', '02094755'), 得分: 0.8206
2025-07-16 21:10:26,202 - INFO - 步骤 1: 添加边 ('14541044', '02058794', '_derivationally_related_form'), 当前相似度: 0.1711
2025-07-16 21:10:26,286 - INFO - 步骤 2: 添加边 ('02523275', '02094755', '_also_see'), 当前相似度: 0.9356
2025-07-16 21:10:26,438 - INFO - 步骤 3: 添加边 ('02058794', '02523275', '_also_see'), 当前相似度: 0.9593
2025-07-16 21:10:26,486 - INFO - 匹配成功: anchor ('02523275', '_also_see', '02058794'), 得分: 0.8285
2025-07-16 21:10:26,588 - INFO - 步骤 1: 添加边 ('02523275', '01886407', '_also_see'), 当前相似度: 0.1502
2025-07-16 21:10:26,680 - INFO - 步骤 2: 添加边 ('02360448', '02523275', '_also_see'), 当前相似度: 0.9723
2025-07-16 21:10:26,743 - INFO - 步骤 3: 添加边 ('01886407', '02523275', '_also_see'), 当前相似度: 0.9535
2025-07-16 21:10:26,776 - INFO - 匹配成功: anchor ('02523275', '_also_see', '02360448'), 得分: 0.8248
2025-07-16 21:10:26,873 - INFO - 步骤 1: 添加边 ('02179279', '04867130', '_derivationally_related_form'), 当前相似度: 0.1510
2025-07-16 21:10:26,927 - INFO - 步骤 2: 添加边 ('04867130', '02179279', '_derivationally_related_form'), 当前相似度: 0.9626
2025-07-16 21:10:26,979 - INFO - 步骤 3: 添加边 ('04867130', '04872236', '_hypernym'), 当前相似度: 0.9588
2025-07-16 21:10:26,997 - INFO - 匹配成功: anchor ('01309991', '_also_see', '02179279'), 得分: 0.8181
2025-07-16 21:10:27,062 - INFO - 步骤 1: 添加边 ('02271544', '04880573', '_derivationally_related_form'), 当前相似度: 0.1474
2025-07-16 21:10:27,107 - INFO - 步骤 2: 添加边 ('02271544', '02578235', '_also_see'), 当前相似度: 0.9531
2025-07-16 21:10:27,178 - INFO - 步骤 3: 添加边 ('02578235', '02573275', '_hypernym'), 当前相似度: 0.9472
2025-07-16 21:10:27,210 - INFO - 匹配成功: anchor ('01309991', '_also_see', '02271544'), 得分: 0.8093
2025-07-16 21:10:27,288 - INFO - 步骤 1: 添加边 ('01835496', '00279835', '_derivationally_related_form'), 当前相似度: 0.2368
2025-07-16 21:10:27,344 - INFO - 步骤 2: 添加边 ('01835496', '02051694', '_also_see'), 当前相似度: 0.9680
2025-07-16 21:10:27,411 - INFO - 步骤 3: 添加边 ('10404672', '02051694', '_derivationally_related_form'), 当前相似度: 0.9111
2025-07-16 21:10:27,445 - INFO - 匹配成功: anchor ('01835496', '_also_see', '00781000'), 得分: 0.8135
2025-07-16 21:10:27,507 - INFO - 步骤 1: 添加边 ('01835496', '00279835', '_derivationally_related_form'), 当前相似度: 0.1689
2025-07-16 21:10:27,565 - INFO - 步骤 2: 添加边 ('01835496', '00781000', '_also_see'), 当前相似度: 0.9716
2025-07-16 21:10:27,625 - INFO - 步骤 3: 添加边 ('00781000', '01017987', '_derivationally_related_form'), 当前相似度: 0.9102
2025-07-16 21:10:27,653 - INFO - 匹配成功: anchor ('01835496', '_also_see', '02051694'), 得分: 0.8157
2025-07-16 21:10:27,712 - INFO - 步骤 1: 添加边 ('01835496', '00781000', '_also_see'), 当前相似度: 0.2296
2025-07-16 21:10:27,784 - INFO - 步骤 2: 添加边 ('01970646', '06095022', '_synset_domain_topic_of'), 当前相似度: 0.9538
2025-07-16 21:10:27,849 - INFO - 步骤 3: 添加边 ('07415167', '06095022', '_synset_domain_topic_of'), 当前相似度: 0.9634
2025-07-16 21:10:27,896 - INFO - 匹配成功: anchor ('01835496', '_also_see', '01970646'), 得分: 0.8152
2025-07-16 21:10:27,972 - INFO - 步骤 1: 添加边 ('01835496', '00279835', '_derivationally_related_form'), 当前相似度: 0.2424
2025-07-16 21:10:28,023 - INFO - 步骤 2: 添加边 ('01835496', '00781000', '_also_see'), 当前相似度: 0.9582
2025-07-16 21:10:28,088 - INFO - 步骤 3: 添加边 ('01835496', '10335931', '_derivationally_related_form'), 当前相似度: 0.9536
